[1] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_01.raw.PG.Quantity	[2] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_02.raw.PG.Quantity	[3] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_hs_03.raw.PG.Quantity	[4] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_01.raw.PG.Quantity	[5] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_02.raw.PG.Quantity	[6] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dMscB_BS_st_03.raw.PG.Quantity	[7] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_01.raw.PG.Quantity	[8] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_02.raw.PG.Quantity	[9] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_hs_03.raw.PG.Quantity	[10] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_01.raw.PG.Quantity	[11] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_02.raw.PG.Quantity	[12] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_dYwIE_BS_st_03.raw.PG.Quantity	[13] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_01.raw.PG.Quantity	[14] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_02.raw.PG.Quantity	[15] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_hs_03.raw.PG.Quantity	[16] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_01.raw.PG.Quantity	[17] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_02.raw.PG.Quantity	[18] 20251128_A2_N1_Ledolter_Clausen_IMP_THIDTC005_wt168_BS_st_03.raw.PG.Quantity	T: PG.Genes
22.089	21.8435	22.1333	21.1558	21.9679	21.993	21.3575	22.4694	22.2396	21.1378	21.4254	21.5705	22.4525	22.7848	22.9679	19.8914	19.833	20.571	guaB
19.9715	19.9577	19.9002	21.0681	20.527	20.2598	20.8146	21.0699	21.0886	18.0864	17.794	18.0018	19.513	19.6078	19.5986	15.096	13.6879	10.626	pdhD
22.8928	22.8639	22.7565	22.5959	22.4522	22.358	25.0944	25.0784	25.088	20.8444	20.8147	20.8671	22.4763	22.3412	22.3845	19.1982	19.5598	19.7352	pdhA
25.1726	24.9642	25.1536	25.4596	25.317	25.2607	25.8488	26.0226	26.135	24.9835	24.8511	24.704	23.5371	23.502	23.6817	23.5862	23.6442	23.726	pdhB
25.945	25.9364	25.9215	25.0482	24.8905	24.8985	26.9558	27.0485	27.0391	24.7265	24.5752	24.4893	25.081	25.1883	25.1194	22.8878	22.91	23.0727	pdhC
20.2987	20.2206	19.8443	17.2222	20.2602	17.0523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	speA
17.9319	17.6839	17.9753	19.3913	19.6097	19.214	19.9949	19.9587	19.8785	16.3744	17.1987	16.9358	NaN	NaN	NaN	NaN	NaN	NaN	gltX
20.8782	20.9262	20.8344	20.8653	20.8221	20.6458	21.1248	21.1315	21.1041	20.2488	20.38	20.6097	19.5134	19.6608	19.571	17.8183	17.9344	17.9698	odhA
15.7675	15.0092	14.9468	10.4634	10.5465	13.4016	17.4466	17.5173	NaN	15.1113	14.8287	13.906	NaN	NaN	NaN	NaN	NaN	NaN	cotF
18.5829	18.4262	18.4663	17.7475	17.9571	18.2199	17.9555	18.3577	18.358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	sinI
18.9398	18.8302	18.858	NaN	NaN	NaN	19.0236	19.3505	19.4011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	fliI
20.9389	20.8962	21.6299	18.6499	20.5474	20.401	NaN	NaN	NaN	17.5277	17.619	20.1671	NaN	NaN	NaN	NaN	NaN	NaN	flgG
17.9873	17.0397	17.9547	15.0061	15.2396	16.3167	17.7016	17.9488	17.7555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	fliF
14.1976	14.6349	14.237	16.6495	16.9017	16.9513	17.1618	17.1117	17.1127	17.6085	17.0565	17.2515	NaN	NaN	NaN	NaN	NaN	NaN	fliG
17.3525	17.1916	17.1952	12.5624	14.1094	13.3516	15.7638	15.2974	15.4688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	fliH
15.1008	15.2694	14.3688	15.0881	13.4394	14.1307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	fliK
18.0652	17.9313	18.2059	18.1406	18.4264	17.7895	22.0048	22.3772	22.5785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ylxF
13.0054	13.8924	13.4474	15.659	14.0847	16.2987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	addB
18.9166	21.7885	21.815	NaN	NaN	NaN	20.701	20.731	21.5697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	addA
18.3744	18.4719	18.2751	18.5896	18.6893	18.5845	18.3613	18.5732	18.3969	18.1743	17.4702	17.7473	17.2036	17.9476	17.1539	NaN	NaN	NaN	xre
17.6663	17.5256	17.4804	17.5865	17.2255	17.1793	NaN	NaN	NaN	17.0796	17.0976	17.0365	17.6982	16.7069	17.4962	16.0592	16.2487	16.4412	menF
16.2046	15.2129	14.1696	NaN	NaN	NaN	NaN	NaN	NaN	14.7863	16.5819	17.9659	NaN	NaN	NaN	NaN	NaN	NaN	ctaD
16.6769	16.9526	16.771	NaN	NaN	NaN	17.4802	17.6385	17.7411	16.528	16.7273	18.742	NaN	NaN	NaN	NaN	NaN	NaN	ctaC
16.6508	16.7326	16.0643	15.102	16.4319	15.502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	cheY
21.1312	21.1752	21.2231	20.5684	20.3631	20.2329	22.1627	22.1623	22.1691	19.634	19.4553	19.6187	21.7021	21.8089	21.6502	18.5444	19.3303	19.2523	fliY
17.2895	17.4167	17.4544	19.6515	20.0675	20.4041	16.5925	16.6738	16.4547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	oppD
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	sigL
20.6916	20.6369	20.6641	22.7039	22.4358	22.277	19.4838	19.4231	19.4922	21.4636	21.0573	20.9226	17.8358	17.8834	17.4697	21.7654	21.6474	21.6363	yaaK
19.8307	19.8664	19.6914	23.1018	23.0614	23.1422	20.6952	20.5629	20.8944	23.0887	23.0311	23.0109	NaN	NaN	NaN	21.6699	21.8607	21.9504	prsA
17.3444	17.2338	17.3301	18.2457	18.3126	18.2759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ccpA
19.3177	19.4979	19.6209	NaN	NaN	NaN	19.5129	19.9611	19.5643	NaN	NaN	NaN	19.983	20.3731	20.2035	NaN	NaN	NaN	gspA
18.8499	18.813	18.9074	20.1738	20.4133	20.468	21.044	20.9698	20.7409	NaN	NaN	NaN	23.2103	23.3949	23.5459	NaN	NaN	NaN	mnmE
19.838	20.0499	20.0253	19.7447	20.8904	21.1252	19.8221	19.5883	19.5194	16.4729	16.6254	17.3708	18.7624	18.9118	18.9742	NaN	NaN	NaN	mnmG
15.9024	15.5661	15.7319	18.8333	19.0419	19.6514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rsmG
22.086	21.7523	22.168	21.5222	22.8508	22.8811	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	pyrAB
18.7236	17.5867	19.4363	17.7743	18.3902	19.6688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	pyrC
19.5137	19.2785	19.2644	21.4066	21.5567	21.3923	19.2801	20.4916	20.1621	20.5118	20.5784	20.547	17.7749	17.1719	17.2334	19.8327	19.2099	19.8328	ansB
23.1664	23.0216	23.078	19.4726	18.5488	17.0837	21.0956	20.8666	20.525	20.912	20.9531	21.1658	22.9274	23.8649	23.3311	19.9939	20.2476	20.3455	ansA
18.0652	18.0791	18.9169	NaN	NaN	NaN	20.3367	20.5933	20.6265	NaN	NaN	NaN	19.0743	19.0003	19.2104	NaN	NaN	NaN	gsiB
20.6154	20.4729	20.3598	19.8988	19.7056	19.669	22.4203	22.3081	22.3258	NaN	NaN	NaN	16.6307	16.9073	16.6289	NaN	NaN	NaN	rplU
18.3815	18.4962	18.7615	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	iolG
20.2972	20.1929	20.1755	18.3366	18.2038	18.1342	21.0576	20.7552	20.7652	NaN	NaN	NaN	18.4368	18.4436	18.4604	14.1062	14.6464	15.159	srfAA
21.4531	21.2944	21.3903	20.8198	20.5571	20.7082	21.0958	21.0161	21.2404	19.5209	19.0163	19.2047	21.756	21.6375	21.6603	19.4804	18.8721	19.3223	tagD
20.4411	20.6168	20.2408	18.303	18.4123	18.0912	22.3739	21.9536	22.4227	14.5392	15.298	16.028	18.1911	18.7445	18.5665	NaN	NaN	NaN	tpiA
21.1995	21.2363	21.1169	22.5635	22.3649	22.0763	21.8052	21.8007	21.9132	24.035	24.0476	23.767	NaN	NaN	NaN	NaN	NaN	NaN	spoVG
20.1039	20.4247	20.9294	19.6003	19.6016	19.8115	18.4929	19.983	19.3972	15.9768	19.5271	NaN	20.4071	20.3739	20.5319	NaN	NaN	NaN	ftsA
19.3902	19.5849	19.5085	21.1281	21.1573	21.6112	19.6092	19.4254	19.7558	18.0564	17.9961	18.0876	18.6833	18.6947	18.7746	NaN	NaN	NaN	secA
19.9969	20.0657	19.937	19.8433	19.9119	19.7685	21.308	21.2972	21.1925	16.4699	16.3618	16.6528	19.5553	19.6579	19.2513	NaN	NaN	NaN	prfB
19.9604	19.9198	19.8461	18.4021	18.3583	18.529	21.7356	21.7924	21.2974	NaN	NaN	NaN	21.6553	21.6056	21.4786	NaN	NaN	NaN	yvyD
28.1901	28.2157	28.128	24.3909	24.2009	24.1212	28.9225	28.0775	29.7652	22.8002	22.5033	22.5314	27.041	26.9508	26.9395	21.6192	21.4809	21.6112	groEL
24.8049	24.826	24.6753	22.4228	22.2226	21.9689	25.2227	25.21	25.643	21.6287	21.6593	21.5563	23.7398	23.7776	23.8398	20.1441	20.4673	20.6341	groES
14.6383	13.7228	15.1349	NaN	NaN	NaN	NaN	NaN	NaN	17.857	17.6075	17.2078	NaN	NaN	NaN	NaN	NaN	NaN	pcp
20.8489	20.7719	20.0526	19.7446	19.0032	20.0436	20.69	20.9679	18.9682	17.5639	20.9705	21.986	NaN	NaN	NaN	NaN	NaN	NaN	rph
18.4455	18.0292	18.4607	19.7672	20.2089	20.3605	NaN	NaN	NaN	16.405	17.148	17.4131	NaN	NaN	NaN	NaN	NaN	NaN	sipS
16.5095	16.6034	15.9952	19.275	19.6052	19.7106	19.0181	19.2149	18.9221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	cheA
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.3736	16.9562	17.6462	NaN	NaN	NaN	NaN	NaN	NaN	vpr
16.9683	16.7735	16.4029	14.8051	15.0833	14.3581	17.2622	17.095	17.2394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	folK
19.21	19.1035	19.4085	22.0291	21.939	21.9164	21.7987	21.7716	21.8248	19.3792	19.6204	19.9118	18.5604	11.9656	18.2949	17.9036	19.6236	19.0462	purA
23.0716	23.0296	22.9703	24.0343	23.9303	23.7361	22.3131	22.3909	22.3799	23.5432	23.4475	23.5684	NaN	NaN	NaN	22.8202	22.7147	22.5983	guaA
14.0987	13.5574	13.6861	17.0733	17.609	19.9176	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	glpP
21.3582	21.2228	21.2762	22.0529	21.9926	21.9037	NaN	NaN	NaN	19.2229	19.1182	19.2039	NaN	NaN	NaN	21.7593	21.7037	23.0859	hemL
19.6372	19.3391	18.5011	21.022	20.8871	20.7399	20.1013	20.05	19.9553	19.8432	20.2647	20.8426	17.1352	16.7506	16.8589	15.8284	16.021	16.2698	lexA
19.8207	19.5692	20.5874	20.0386	19.9057	20.1417	19.998	20.1494	19.8446	18.7961	19.3431	19.27	NaN	NaN	NaN	NaN	NaN	NaN	ndk
17.2034	16.8141	16.7188	14.7902	15.8429	15.8247	18.6719	19.2202	18.9118	16.795	16.9019	16.3713	13.9227	14.0694	13.6463	NaN	NaN	NaN	ypuA
20.258	20.7126	21.1351	19.5276	20.2572	19.958	21.3003	22.1272	22.658	19.161	18.8157	19.1146	21.2511	21.4599	21.5282	21.0143	21.0544	21.1875	cspB
17.3534	17.1547	17.5473	NaN	NaN	NaN	16.5206	15.6833	20.5729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	cpfC
13.9255	14.4651	14.9211	18.5616	19.7838	20.8649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	cgoX
17.205	16.9868	16.8217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yhgD
15.5568	15.335	15.3117	15.7808	17.1356	18.3232	16.8311	17.0248	17.3982	12.9007	NaN	11.2804	NaN	NaN	NaN	NaN	NaN	NaN	yhgE
17.9667	17.9387	18.3441	20.8285	20.5342	20.4489	19.3278	19.6966	19.5396	19.149	19.4528	19.3041	13.7047	16.7212	16.8683	19.5257	19.1306	19.2992	rimP
17.7927	17.4707	17.8006	20.5509	20.0128	20.3556	18.8411	19.1935	19.3332	14.985	16.5219	16.4999	18.9637	18.9962	19.0741	16.9023	16.7173	16.5992	nusA
20.9204	20.7735	20.7918	20.8489	19.8461	20.464	21.2473	21.261	21.0446	20.563	19.935	20.1448	21.0853	20.8567	21.3398	21.0918	21.1245	21.144	ylxR
19.8885	19.9424	19.9536	22.0515	22.0702	21.794	18.2157	18.0875	18.2902	19.2944	19.033	19.1534	19.2872	13.0466	18.9485	19.1864	19.3133	19.1911	rbfA
13.8236	13.9217	13.7448	NaN	NaN	NaN	17.0574	16.3718	16.7612	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	truB
26.5005	26.7065	26.4229	26.3918	26.1864	26.2337	27.8366	27.7959	27.6649	23.4357	23.5456	23.642	25.9828	26.0386	25.9546	17.807	17.2259	16.5489	tuf
18.3333	18.1543	18.3906	15.2619	15.1072	13.1219	20.1253	20.0548	20.0418	NaN	NaN	NaN	17.2326	17.1192	16.9282	NaN	NaN	NaN	yhxA
19.4649	19.2021	19.0578	19.8922	19.6988	19.6446	NaN	NaN	NaN	22.9128	17.5331	17.4907	NaN	NaN	NaN	NaN	NaN	NaN	qoxB
14.4295	13.7007	15.6323	19.7119	20.6527	20.7827	17.4348	18.34	18.8047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	qoxA
14.2099	13.6344	14.8746	18.5408	18.7424	19.2208	19.4243	19.4148	19.2131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	serA
17.5292	17.9739	17.8841	16.6865	16.7016	16.9635	16.497	NaN	17.3032	10.0331	0.35008	11.6245	NaN	NaN	NaN	NaN	NaN	NaN	ppiB
16.0651	15.9015	15.886	17.4178	17.1317	16.7594	17.1129	16.6389	16.2837	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	spoIVA
18.6775	18.5825	18.632	17.4308	19.7869	19.3567	19.4911	19.4383	19.318	NaN	NaN	NaN	18.73	18.1319	17.9151	NaN	NaN	NaN	resB
19.2816	19.1057	19.2755	20.7407	21.2687	21.3939	20.9405	21.0548	21.1548	NaN	NaN	NaN	19.3189	19.416	19.4287	NaN	NaN	NaN	resD
16.6279	17.7815	18.0723	15.4684	14.9517	14.3485	18.2339	18.1449	17.5781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	resE
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rsiX
19.4082	19.3474	19.5837	20.459	20.2909	20.3772	20.2564	20.1293	20.2094	17.5581	17.2628	16.8035	18.828	18.7389	19.1378	14.413	14.2776	13.8969	leuS
17.6867	18.0052	17.7933	18.7964	18.9475	19.0446	NaN	NaN	NaN	14.7422	15.754	16.6023	17.6456	16.5634	17.2084	NaN	NaN	NaN	rbsK
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	rbsC
17.6396	17.8653	18.2729	22.886	22.9698	22.8207	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ffh
NaN	15.9681	16.2281	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ssbA
21.131	21.1422	21.1369	21.0276	20.9901	20.854	21.5141	21.6291	21.5394	20.9098	20.8699	20.7708	18.154	18.4901	17.2366	21.1783	21.2362	22.206	serS
21.1939	21.1948	21.0166	21.0147	20.902	20.7193	21.0818	20.9739	20.8794	21.4793	21.6535	21.3174	20.0758	20.2829	20.1532	17.8319	18.2286	18.2254	metG
20.8156	20.7884	20.7462	18.7134	18.3574	18.91	21.6243	21.2439	21.503	NaN	NaN	NaN	19.4642	19.1338	19.2222	NaN	NaN	NaN	pth
22.9173	22.7737	22.8027	23.3455	23.4563	23.7701	20.9705	20.9773	20.9944	21.8908	22.0937	20.6544	20.8344	20.815	20.7836	NaN	NaN	NaN	hprT
16.9624	16.7851	16.2153	13.6254	13.3767	10.3597	17.4918	17.5229	17.226	NaN	NaN	NaN	15.508	15.2494	NaN	NaN	NaN	NaN	mfd
20.4096	20.4771	20.4107	20.7833	20.8869	21.4501	20.8447	20.8135	20.7478	19.9071	19.7606	19.711	19.7277	19.5966	19.4806	19.2756	19.1864	19.4611	ftsH
17.7016	17.9537	17.7655	21.6342	21.426	21.3982	19.3278	19.0803	19.1244	17.6903	17.5472	18.2241	20.3922	20.3352	20.1604	14.1173	13.6802	12.7468	lysS
17.4908	17.6803	17.3708	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	walR
18.4145	19.1875	19.2844	18.7191	18.4592	18.2894	18.6154	18.6547	18.7613	18.107	18.0914	18.1281	16.9745	16.7484	16.8107	17.4632	17.3487	16.8376	ppaC
19.3063	18.0821	19.9198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yybB
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yyaH
14.2842	16.9068	16.85	16.6092	16.7602	15.6594	17.4631	17.0691	17.1488	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ychF
17.5372	17.0495	17.5456	17.6788	17.0794	16.0293	NaN	NaN	NaN	18.7833	18.3548	18.0596	NaN	NaN	NaN	NaN	NaN	NaN	yyaE
16.8667	19.5614	18.4873	NaN	NaN	NaN	18.0935	18.8595	16.913	19.0063	18.6634	16.7861	15.0383	13.6809	14.049	12.5903	11.0332	12.4734	noc
19.1032	18.961	19.2469	21.6808	21.6968	21.7233	NaN	NaN	NaN	19.9852	20.0855	19.9062	NaN	NaN	NaN	21.8202	21.8985	21.903	pdxS
17.3101	17.2165	17.5453	13.4864	14.6456	13.8852	19.1641	19.1006	19.1889	NaN	NaN	NaN	16.137	16.5657	15.3508	NaN	NaN	NaN	pdxT
14.456	14.8768	13.9106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	dgk
15.4347	16.0222	15.3729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yaaN
18.095	17.9858	17.4142	16.7136	15.9143	16.0575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	yabA
17.4882	17.8343	17.3368	NaN	NaN	NaN	20.1628	19.8849	19.7511	18.0124	17.7762	19.6652	NaN	NaN	NaN	NaN	NaN	NaN	yabD
16.7306	16.4887	15.9861	0.0164217	12.1219	0.627302	17.6592	15.6925	16.4022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ispE
15.6455	14.7364	17.0279	21.2583	20.9893	21.0886	NaN	NaN	NaN	18.8699	19.1241	19.0781	17.4087	17.3636	17.1142	14.3098	12.8151	13.6478	spoVT
18.8932	18.6502	18.7202	17.9958	18.0373	17.833	19.2937	19.4621	19.6292	13.9277	12.6273	12.7196	18.2277	18.0092	17.9744	NaN	NaN	NaN	yabN
18.5288	18.9912	18.3314	20.7241	19.8043	18.8908	18.9291	18.8264	19.0061	16.0287	15.6173	15.0601	14.3465	14.2174	13.6565	NaN	NaN	NaN	rqcP
22.1464	21.7797	21.7208	23.3102	23.1171	22.9173	20.7709	20.3503	20.8051	22.0517	21.7031	21.8904	NaN	NaN	NaN	22.4601	22.6934	22.5095	yabR
16.8282	16.9622	16.9753	17.4792	18.9763	21.1674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	hslO
16.9533	16.9229	16.9251	NaN	NaN	NaN	17.2105	17.9625	17.9342	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	mcsA
25.7441	25.7573	25.6789	22.4012	22.4656	22.3947	25.2884	25.3032	25.3974	20.9606	21.0893	21.0011	23.7543	23.7007	23.7712	19.7726	20.1407	20.1192	clpC
18.0869	18.1925	18.0974	15.3442	14.9781	14.7075	19.8061	19.8451	19.7203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	fhuD
19.4125	19.4456	19.5136	20.4469	20.8317	20.7354	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	murG
23.7151	23.7787	23.6373	23.7412	23.5639	23.5357	23.9323	23.8918	24.0276	24.5428	24.4288	24.2299	22.1458	22.2654	22.2679	23.2536	23.0274	23.3692	atpA
23.5289	23.5476	23.5296	24.5591	24.4858	24.447	24.0835	24.0356	24.0931	24.3561	24.5173	24.4096	22.7559	22.959	22.9424	22.798	22.7063	22.6006	atpD
18.8025	18.6672	19.1908	20.3278	19.4779	19.2605	20.1345	20.0693	20.1226	19.2784	19.2227	19.2567	18.4493	18.681	18.4697	NaN	NaN	NaN	atpG
18.588	18.6103	18.3226	19.5849	19.5032	19.6592	16.7984	16.7119	15.1194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	atpH
9.55262	10.7269	10.6865	17.1361	16.7133	16.7822	18.0685	16.223	17.2543	15.5937	15.5164	15.5606	NaN	NaN	NaN	NaN	NaN	NaN	atpC
20.2329	20.229	20.2501	19.0269	18.9283	20.5403	20.8432	20.7811	20.9051	15.7372	NaN	NaN	20.9251	20.9187	20.9642	NaN	NaN	NaN	atpF
22.3787	22.5037	22.6305	24.4105	24.4376	24.1836	23.8814	24.0212	24.0847	22.9379	22.961	22.566	22.158	22.2977	22.4321	19.3906	19.671	19.751	eno
24.0695	24.0918	24.0041	24.2537	24.1873	24.1422	24.4539	24.3506	24.3887	23.3743	23.4401	23.4458	23.7681	23.5637	23.6554	22.5703	22.6194	22.5145	rpoB
21.6679	21.6784	21.6888	23.021	23.0359	23.0955	22.6874	22.6998	22.8598	21.6388	21.2301	20.9991	21.4686	21.4725	21.5449	22.0181	22.4356	21.8052	rpoC
15.2202	14.9645	14.8355	20.2523	25.3934	20.5323	17.3394	17.7666	17.6047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ybxB
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	ygxB
19.0347	19.0051	18.726	21.9266	21.9981	21.9108	20.9752	20.7912	20.5645	17.0409	17.0925	16.9884	18.0102	17.9009	17.7503	NaN	NaN	NaN	ackA
17.362	17.5319	17.8565	21.4729	21.576	21.6498	23.2739	23.4001	23.4832	20.4539	20.0288	21.0747	NaN	NaN	NaN	NaN	NaN	NaN	cysK
20.7295	20.8803	20.6802	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	bfmBAA
20.6939	20.6708	20.9113	21.1849	20.8647	21.145	20.6203	20.7323	20.8549	20.3816	20.54	20.7056	NaN	NaN	NaN	19.1208	18.9393	19.5704	bfmBAB
22.5772	22.4596	22.4432	21.5208	21.398	21.4776	23.2275	23.1687	23.1705	20.6695	20.7911	20.4275	21.1903	21.1849	21.3083	20.2037	20.5949	19.9488	bfmBB
20.2952	20.4063	20.4899	19.0062	18.722	18.743	20.2643	20.5438	20.5185	18.8879	19.0657	19.3392	20.7597	21.0757	20.7548	NaN	NaN	NaN	lon1
19.2629	19.3273	19.2928	20.8594	20.8793	20.8632	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	lepA
19.0804	19.3244	19.2748	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	uvrB
16.3619	16.972	16.8316	17.4547	17.3173	17.5262	16.7263	16.8813	16.4134	14.1968	16.2577	17.1973	NaN	NaN	NaN	NaN	NaN	NaN	mecA
15.9498	16.1373	16.177	20.5079	20.3458	20.6886	19.425	19.5249	19.4982	20.4461	20.6172	20.7721	NaN	NaN	NaN	15.9966	17.6249	16.8824	spoVID
19.9694	19.8657	20.3665	24.8346	24.7495	24.6881	20.2637	20.7775	20.978	17.3863	17.3152	17.3399	12.974	18.1056	13.9237	10.0692	9.48496	11.6383	pnbA
17.1097	16.9971	14.6474	13.8688	17.2563	17.0195	18.3775	19.419	19.4248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	pbpF
19.6342	19.6404	19.7047	20.7405	20.6875	20.4957	19.7663	19.9085	20.2407	20.2043	20.0143	20.3794	20.355	19.9766	17.4634	16.1972	14.4632	14.5626	cmk
24.1959	24.2375	24.25	22.9096	22.7957	22.7279	25.0631	24.9124	24.8622	22.4936	22.2112	22.3172	23.4211	23.5435	23.5773	21.0378	21.2939	21.2986	ypfD
12.7894	13.175	14.3394	18.0622	18.1151	17.95	18.0403	17.9874	18.0207	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	dhbA
20.273	20.1633	19.9975	20.3315	20.4994	20.1832	19.6086	19.6468	19.3665	17.5952	17.699	17.6888	NaN	NaN	NaN	NaN	NaN	NaN	citA
20.1869	20.1319	20.0924	21.1134	21.2647	21.4476	20.8309	20.3766	20.7332	20.371	20.1145	19.9538	NaN	NaN	NaN	20.6686	20.6662	20.4004	citZ
19.4911	19.6961	19.4781	24.0991	24.7216	24.9477	20.2093	20.2864	19.9994	18.2429	18.0366	17.7727	19.4867	19.3993	19.5594	NaN	NaN	NaN	deoC
